ÐòºÅ,ZM1,í²M1,ZX,í²X,ZM2,í²M2,M2/M1,Cu plat,C black,Cu mesh,GC,C paper,Ti,e-DEP,HT,RED,DEP,wire,block,DEN,coral,particle,HEX,size,CONC,V,FE
429,47,1.93,0,0,29,1.9,0.03,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,185,0.1,-1.06,74.83
430,47,1.93,0,0,29,1.9,0.03,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,185,0.1,-0.96,63.57
431,47,1.93,0,0,29,1.9,0.03,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,185,0.1,-0.86,55.25
432,47,1.93,0,0,29,1.9,0.03,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,185,0.1,-0.76,27.95
433,47,1.93,0,0,29,1.9,0.06,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-1.16,66.29
434,47,1.93,0,0,29,1.9,0.06,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-1.06,76.12
435,47,1.93,0,0,29,1.9,0.06,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-0.96,65.18
436,47,1.93,0,0,29,1.9,0.06,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-0.86,55.04
437,47,1.93,0,0,29,1.9,0.06,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-0.76,25.96
438,47,1.93,0,0,29,1.9,0.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-1.16,68.77
439,47,1.93,0,0,29,1.9,0.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-1.06,81.53
440,47,1.93,0,0,29,1.9,0.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-0.96,67.9
441,47,1.93,0,0,29,1.9,0.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-0.86,56.31
442,47,1.93,0,0,29,1.9,0.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-0.76,27.98
443,29,1.9,0,0,47,1.93,0.7752,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-1.16,22.34
444,29,1.9,0,0,47,1.93,0.7752,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-1.06,23.5
445,29,1.9,0,0,47,1.93,0.7752,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-0.96,19.12
446,29,1.9,0,0,47,1.93,0.7752,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-0.86,16.69
447,29,1.9,0,0,47,1.93,0.7752,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-0.76,18.34
448,29,1.9,0,0,47,1.93,0.5376,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-1.16,10.56
449,29,1.9,0,0,47,1.93,0.5376,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-1.06,11.83
450,29,1.9,0,0,47,1.93,0.5376,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-0.96,15.85
451,29,1.9,0,0,47,1.93,0.5376,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-0.86,19.09
452,29,1.9,0,0,47,1.93,0.5376,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-0.76,17.42
453,29,1.9,0,0,47,1.93,0.4329,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-1.16,4.77
454,29,1.9,0,0,47,1.93,0.4329,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-1.06,4.77
455,29,1.9,0,0,47,1.93,0.4329,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-0.96,11.74
456,29,1.9,0,0,47,1.93,0.4329,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-0.86,14.62
457,29,1.9,0,0,47,1.93,0.4329,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-0.76,17.91
458,29,1.9,0,0,47,1.93,0.271,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-1.16,4.67
459,29,1.9,0,0,47,1.93,0.271,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-1.06,5.94
460,29,1.9,0,0,47,1.93,0.271,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-0.96,8.29
461,29,1.9,0,0,47,1.93,0.271,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-0.86,13.98
462,29,1.9,0,0,47,1.93,0.271,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,180,0.1,-0.76,16.82
463,29,1.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,150,0.1,-1.16,5.77
464,29,1.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,150,0.1,-1.06,9.44
465,29,1.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,150,0.1,-0.96,7.85
466,29,1.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,150,0.1,-0.86,13.11
467,29,1.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,150,0.1,-0.76,16.38
468,79,2.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9.89,0.1,-0.723,61.01
469,79,2.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9.89,0.1,-0.806,64.68
470,79,2.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9.89,0.1,-0.897,66.4
471,79,2.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9.89,0.1,-0.986,65.02
472,79,2.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9.89,0.1,-1.071,55.54
473,79,2.4,0,0,29,1.9,0.33,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10.9,0.1,-0.722,64.7
474,79,2.4,0,0,29,1.9,0.33,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10.9,0.1,-0.81,63.21
475,79,2.4,0,0,29,1.9,0.33,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10.9,0.1,-0.89,55.66
476,79,2.4,0,0,29,1.9,0.33,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10.9,0.1,-0.978,57.01
477,79,2.4,0,0,29,1.9,0.33,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10.9,0.1,-1.064,49.22
478,29,1.9,0,0,79,2.4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,11.33,0.1,-0.729,39.08
479,29,1.9,0,0,79,2.4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,11.33,0.1,-0.811,45.5
480,29,1.9,0,0,79,2.4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,11.33,0.1,-0.882,46.1
481,29,1.9,0,0,79,2.4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,11.33,0.1,-0.948,46.01
482,29,1.9,0,0,79,2.4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,11.33,0.1,-1.038,48.37
483,29,1.9,0,0,79,2.4,0.3333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,11.2,0.1,-0.734,14.97
484,29,1.9,0,0,79,2.4,0.3333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,11.2,0.1,-0.818,20.13
485,29,1.9,0,0,79,2.4,0.3333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,11.2,0.1,-0.899,19.43
486,29,1.9,0,0,79,2.4,0.3333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,11.2,0.1,-0.993,31.77
487,29,1.9,0,0,79,2.4,0.3333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,11.2,0.1,-1.085,32.5
488,29,1.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10.62,0.1,-0.749,2.54
489,29,1.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10.62,0.1,-0.847,6.12
490,29,1.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10.62,0.1,-0.944,5.93
491,29,1.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10.62,0.1,-1.035,3.91
492,29,1.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,300,0.1,-1.08943,2.62
493,29,1.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,300,0.1,-0.98937,6.67
494,29,1.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,300,0.1,-0.88932,8.95
495,29,1.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,300,0.1,-0.78926,9.16
496,29,1.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,300,0.1,-0.68801,6.46
497,29,1.9,0,0,50,1.96,0.1494,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25,0.1,-1.09076,53.98
498,29,1.9,0,0,50,1.96,0.1494,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25,0.1,-0.98937,59.29
499,29,1.9,0,0,50,1.96,0.1494,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25,0.1,-0.88837,52.86
500,29,1.9,0,0,50,1.96,0.1494,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25,0.1,-0.78697,47.34
501,29,1.9,0,0,50,1.96,0.1494,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25,0.1,-0.6883,38.89
502,29,1.9,0,0,50,1.96,0.3164,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,50,0.1,-1.09084,62.33
503,29,1.9,0,0,50,1.96,0.3164,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,50,0.1,-0.98861,68.95
504,29,1.9,0,0,50,1.96,0.3164,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,50,0.1,-0.89141,50.09
505,29,1.9,0,0,50,1.96,0.3164,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,50,0.1,-0.78918,54.1
506,29,1.9,0,0,50,1.96,0.3164,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,50,0.1,-0.6885,63.04
507,29,1.9,0,0,50,1.96,0.8196,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,200,0.1,-1.0896,4.52
508,29,1.9,0,0,50,1.96,0.8196,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,200,0.1,-0.98976,7.76
509,29,1.9,0,0,50,1.96,0.8196,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,200,0.1,-0.88837,12.26
510,29,1.9,0,0,50,1.96,0.8196,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,200,0.1,-0.78853,8.75
511,29,1.9,0,0,50,1.96,0.8196,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,200,0.1,-0.68713,7.34
512,50,1.96,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,300,0.1,-1.08951,2.89
513,50,1.96,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,300,0.1,-0.98859,3.17
514,50,1.96,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,300,0.1,-0.89005,8.15
515,50,1.96,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,300,0.1,-0.79072,13.84
516,50,1.96,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,300,0.1,-0.69098,12.42
517,29,1.9,0,0,79,2.4,0.91,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,6.7,0.1,-0.97132,73.01
518,29,1.9,0,0,79,2.4,0.91,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,6.7,0.1,-0.88267,82.74
519,29,1.9,0,0,79,2.4,0.91,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,6.7,0.1,-0.80427,79.02
520,29,1.9,0,0,79,2.4,0.91,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,6.7,0.1,-0.72457,53.03
521,29,1.9,0,0,79,2.4,0.91,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,6.7,0.1,-0.6441,32.67
522,29,1.9,0,0,79,2.4,0.91,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,6.7,0.1,-0.56047,20.24
523,29,1.9,0,0,79,2.4,0.91,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,6.7,0.1,-0.47793,11.91
524,29,1.9,0,0,79,2.4,0.93,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7.55,0.1,-0.87983,54.83
525,29,1.9,0,0,79,2.4,0.93,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7.55,0.1,-0.80427,34.07
526,29,1.9,0,0,79,2.4,0.93,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7.55,0.1,-0.72784,24.15
527,29,1.9,0,0,79,2.4,0.93,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7.55,0.1,-0.6441,12.61
528,29,1.9,0,0,79,2.4,0.93,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7.55,0.1,-0.56243,8.89
529,29,1.9,8,3.44,50,1.96,0.1628,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8.8,0.1,-0.50198,52.36
530,29,1.9,8,3.44,50,1.96,0.1628,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8.8,0.1,-0.60221,93.99
531,29,1.9,8,3.44,50,1.96,0.1628,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8.8,0.1,-0.70062,94.67
532,29,1.9,8,3.44,50,1.96,0.1628,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8.8,0.1,-0.80084,91.04
533,29,1.9,8,3.44,50,1.96,0.1628,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8.8,0.1,-0.90106,89.77
534,29,1.9,8,3.44,50,1.96,0.1628,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8.8,0.1,-0.99789,80.11
535,29,1.9,8,3.44,50,1.96,0.4292,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10.7,0.1,-0.51126,1.61
536,29,1.9,8,3.44,50,1.96,0.4292,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10.7,0.1,-0.63343,3.42
537,29,1.9,8,3.44,50,1.96,0.4292,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10.7,0.1,-0.75537,5.24
538,29,1.9,8,3.44,50,1.96,0.4292,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10.7,0.1,-0.87844,4.89
539,29,1.9,8,3.44,50,1.96,0.4292,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10.7,0.1,-1.00129,6.17
540,46,2.2,0,0,29,1.9,0.18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.3,0.1,-0.6,57.25
541,46,2.2,0,0,29,1.9,0.18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.3,0.1,-0.7,70.13
542,46,2.2,0,0,29,1.9,0.18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.3,0.1,-0.8,75.86
543,46,2.2,0,0,29,1.9,0.18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.3,0.1,-0.9,77.3
544,46,2.2,0,0,29,1.9,0.18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.3,0.1,-1,77.14
545,46,2.2,0,0,29,1.9,0.18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.3,0.1,-1.1,74.75
546,46,2.2,0,0,29,1.9,0.18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.3,0.1,-1.2,70.62
547,46,2.2,0,0,29,1.9,0.68,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.1,0.1,-0.6,31.48
548,46,2.2,0,0,29,1.9,0.68,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.1,0.1,-0.7,48.97
549,46,2.2,0,0,29,1.9,0.68,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.1,0.1,-0.8,61.55
550,46,2.2,0,0,29,1.9,0.68,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.1,0.1,-0.9,65.21
551,46,2.2,0,0,29,1.9,0.68,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.1,0.1,-1,63.93
552,46,2.2,0,0,29,1.9,0.68,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.1,0.1,-1.1,60.27
553,46,2.2,0,0,29,1.9,0.68,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.1,0.1,-1.2,57.42
554,46,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.3,0.1,-0.8,14.13
555,46,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.3,0.1,-0.9,13.96
556,46,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.3,0.1,-1,13.8
557,46,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.3,0.1,-1.1,13.34
558,46,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.3,0.1,-1.2,11.27
559,79,2.4,0,0,29,1.9,0.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,0.1,-1.02927,21.83
560,79,2.4,0,0,29,1.9,0.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,0.1,-0.92971,37.16
561,79,2.4,0,0,29,1.9,0.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,0.1,-0.83,34.58
562,79,2.4,0,0,29,1.9,0.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,0.1,-0.73044,41.18
563,79,2.4,0,0,29,1.9,0.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,0.1,-0.62992,30.11
564,79,2.4,0,0,29,1.9,0.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,0.1,-0.53036,16.45
565,79,2.4,0,0,29,1.9,0.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,0.1,-0.42984,18.58
566,47,1.93,0,0,29,1.9,0.88,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,25,0.1,-1.02927,7.28
567,47,1.93,0,0,29,1.9,0.88,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,25,0.1,-0.92876,8.74
568,47,1.93,0,0,29,1.9,0.88,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,25,0.1,-0.82824,9.29
569,47,1.93,0,0,29,1.9,0.88,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,25,0.1,-0.72949,21.71
570,47,1.93,0,0,29,1.9,0.88,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,25,0.1,-0.62992,13.1
571,47,1.93,0,0,29,1.9,0.88,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,25,0.1,-0.53036,29.44
572,47,1.93,0,0,29,1.9,0.88,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,25,0.1,-0.43066,28.43
573,29,1.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.1,-1.02832,3.81
574,29,1.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.1,-0.92876,2.8
575,29,1.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.1,-0.82905,3.81
576,29,1.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.1,-0.72854,4.25
577,29,1.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.1,-0.62992,5.03
578,29,1.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.1,-0.53036,5.7
579,29,1.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.1,-0.43066,10.85
580,29,1.9,0,0,48,1.69,0.3086,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,250,0.1,-1.2,55.18
581,29,1.9,0,0,48,1.69,0.3086,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,250,0.1,-1.1,58.9
582,29,1.9,0,0,48,1.69,0.3086,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,250,0.1,-1,62.61
583,29,1.9,0,0,48,1.69,0.3086,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,250,0.1,-0.9,61.26
584,29,1.9,0,0,48,1.69,0.3086,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,250,0.1,-0.8,59.24
585,29,1.9,0,0,48,1.69,0.4807,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,250,0.1,-1.2,59.89
586,29,1.9,0,0,48,1.69,0.4807,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,250,0.1,-1.1,73.1
587,29,1.9,0,0,48,1.69,0.4807,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,250,0.1,-1,83.26
588,29,1.9,0,0,48,1.69,0.4807,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,250,0.1,-0.9,78.27
589,29,1.9,0,0,48,1.69,0.4807,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,250,0.1,-0.8,70.78
590,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-1,39.98
591,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.9,46.87
592,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.8,49.49
593,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.7,52.93
594,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.6,42.77
595,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.5,29.35
596,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.45,12.34
597,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-1,74.35
598,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.9,79.76
599,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.8,79.93
600,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.7,88.27
601,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.6,92.68
602,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.5,77.95
603,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.4,43.42
604,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.3,21.01
605,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-1,20.35
606,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.9,32.31
607,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.8,58.81
608,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.7,62.24
609,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.6,60.93
610,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.5,54.71
611,79,2.4,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.4,23.13
612,79,2.4,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-1,37.05
613,79,2.4,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-0.9,38.51
614,79,2.4,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-0.8,46.2
615,79,2.4,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-0.7,52.59
616,79,2.4,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-0.6,57
617,79,2.4,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-0.5,53.9
618,79,2.4,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-0.4,19.87
619,47,1.93,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-1,27.46
620,47,1.93,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.9,37.32
621,47,1.93,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.8,46.1
622,47,1.93,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.7,42.53
623,47,1.93,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.6,27.13
624,47,1.93,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.5,26.27
625,47,1.93,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-1,17.93
626,47,1.93,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-0.9,28.44
627,47,1.93,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-0.8,32.88
628,47,1.93,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-0.7,23.01
