ÐòºÅ,ZM1,í²M1,ZX,í²X,ZM2,í²M2,M2/M1,Cu plat,C black,Cu mesh,GC,C paper,Ti,e-DEP,HT,RED,DEP,wire,block,DEN,coral,particle,HEX,size,CONC,V,FE
224,29,1.9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10,0.1,-0.6,2.4
225,29,1.9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10,0.1,-0.7,3
226,29,1.9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10,0.1,-0.8,3.8
227,29,1.9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10,0.1,-0.9,6
228,29,1.9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10,0.1,-1,7.8
229,29,1.9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10,0.1,-1.1,6.8
230,29,1.9,8,3.44,49,1.78,0.027,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10,0.5,-0.3,93.6
231,29,1.9,8,3.44,49,1.78,0.027,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10,0.5,-0.4,95.6
232,29,1.9,8,3.44,49,1.78,0.027,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10,0.5,-0.5,97.5
233,29,1.9,8,3.44,49,1.78,0.027,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10,0.5,-0.6,99.2
234,29,1.9,8,3.44,49,1.78,0.027,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10,0.5,-0.7,96.7
235,29,1.9,8,3.44,49,1.78,0.027,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10,0.5,-0.8,93.7
236,29,1.9,8,3.44,49,1.78,0.027,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10,0.5,-0.9,87.1
237,29,1.9,8,3.44,49,1.78,0.027,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10,0.5,-1,79
238,29,1.9,8,3.44,50,1.96,0.02,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-0.6,79
239,29,1.9,8,3.44,50,1.96,0.02,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-0.7,88.8
240,29,1.9,8,3.44,50,1.96,0.02,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-0.8,92.5
241,29,1.9,8,3.44,50,1.96,0.02,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-0.9,92.4
242,29,1.9,8,3.44,50,1.96,0.02,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-1,90
243,29,1.9,8,3.44,50,1.96,0.02,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-1.1,84.6
244,29,1.9,8,3.44,50,1.96,0.0488,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-0.6,80
245,29,1.9,8,3.44,50,1.96,0.0488,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-0.7,83.1
246,29,1.9,8,3.44,50,1.96,0.0488,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-0.8,94
247,29,1.9,8,3.44,50,1.96,0.0488,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-0.9,91.8
248,29,1.9,8,3.44,50,1.96,0.0488,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-1,95.4
249,29,1.9,8,3.44,50,1.96,0.048,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-1.1,81.2
250,29,1.9,8,3.44,50,1.96,0.125,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-0.8,52
251,29,1.9,8,3.44,50,1.96,0.125,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-0.9,58.5
252,29,1.9,8,3.44,50,1.96,0.125,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-1,39.7
253,29,1.9,8,3.44,50,1.96,0.125,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-1.1,33.1
254,29,1.9,8,3.44,50,1.96,0.125,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-1.2,35.8
255,29,1.9,8,3.44,50,1.96,0.125,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-1.3,30.8
256,29,1.9,8,3.44,50,1.96,0.1666,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-0.8,39
257,29,1.9,8,3.44,50,1.96,0.1666,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-0.9,41.2
258,29,1.9,8,3.44,50,1.96,0.1666,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-1,38.1
259,29,1.9,8,3.44,50,1.96,0.1666,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-1.1,26.8
260,29,1.9,8,3.44,50,1.96,0.1666,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-1.2,32.5
261,29,1.9,8,3.44,50,1.96,0.1666,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-1.3,28
262,29,1.9,8,3.44,50,1.96,0.25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-0.8,25.7
263,29,1.9,8,3.44,50,1.96,0.25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-0.9,27.9
264,29,1.9,8,3.44,50,1.96,0.25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-1,31.6
265,29,1.9,8,3.44,50,1.96,0.25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-1.1,21.5
266,29,1.9,8,3.44,50,1.96,0.25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-1.2,16
267,29,1.9,8,3.44,50,1.96,0.25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-1.3,15.9
268,29,1.9,8,3.44,50,1.96,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20,0.5,-0.8,0.9
269,29,1.9,8,3.44,50,1.96,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20,0.5,-0.9,7.2
270,29,1.9,8,3.44,50,1.96,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20,0.5,-1,6.5
271,29,1.9,8,3.44,50,1.96,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20,0.5,-1.1,7.1
272,29,1.9,8,3.44,50,1.96,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20,0.5,-1.2,8.5
273,29,1.9,8,3.44,50,1.96,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20,0.5,-1.3,6.6
274,29,1.9,8,3.44,50,1.96,0.9345,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-0.8,4.8
275,29,1.9,8,3.44,50,1.96,0.9345,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-0.9,8
276,29,1.9,8,3.44,50,1.96,0.9345,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-1,10.1
277,29,1.9,8,3.44,50,1.96,0.9345,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-1.1,7.8
278,29,1.9,8,3.44,50,1.96,0.9345,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-1.2,8.6
279,29,1.9,8,3.44,50,1.96,0.9345,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0.5,-1.3,9.1
280,50,1.96,8,3.44,29,1.9,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20,0.5,-0.8,6.3
281,50,1.96,8,3.44,29,1.9,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20,1.5,-0.9,12
282,50,1.96,8,3.44,29,1.9,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20,2.5,-1,12.9
283,50,1.96,8,3.44,29,1.9,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20,3.5,-1.1,14.2
284,50,1.96,8,3.44,29,1.9,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20,4.5,-1.2,12.2
285,50,1.96,8,3.44,29,1.9,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20,0.5,-1.3,11.7
286,29,1.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-0.6,26.5
287,29,1.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-0.7,30.8
288,29,1.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-0.8,29.6
289,29,1.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-0.9,29.4
290,29,1.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-1,33.5
291,29,1.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-1.1,41.9
292,50,1.96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-0.6,0.7
293,50,1.96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-0.7,1
294,50,1.96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-0.8,4.5
295,50,1.96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-0.9,3.7
296,50,1.96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-1,4.7
297,50,1.96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.5,0.5,-1.1,5
298,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22.2,0.1,-1.1,91.94
299,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22.2,0.1,-1,94.29
300,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22.2,0.1,-0.9,95.71
301,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22.2,0.1,-0.8,96.09
302,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22.2,0.1,-0.7,93.91
303,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22.2,0.1,-0.6,91.56
304,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22.2,0.1,-0.5,85.17
305,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22.2,0.1,-0.4,72.07
306,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22.2,0.1,-0.3,41.11
307,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20.1,0.1,-1.1,78.84
308,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20.1,0.1,-1,90.14
309,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20.1,0.1,-0.9,87.19
310,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20.1,0.1,-0.8,90.14
311,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20.1,0.1,-0.7,88.94
312,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20.1,0.1,-0.6,78.24
313,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20.1,0.1,-0.5,64.15
314,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20.1,0.1,-0.4,30.79
315,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20.1,0.1,-0.3,0
316,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,19.3,0.1,-1.1,73.87
317,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,19.3,0.1,-1,83.59
318,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,19.3,0.1,-0.9,85.39
319,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,19.3,0.1,-0.8,86.37
320,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,19.3,0.1,-0.7,82.82
321,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,19.3,0.1,-0.6,50.45
322,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,19.3,0.1,-0.5,8.35
323,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,19.3,0.1,-0.4,0
324,47,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,19.3,0.1,-0.3,0
325,47,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.4,0.1,-1.1,50.06
326,47,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.4,0.1,-1,55.42
327,47,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.4,0.1,-0.9,43.89
328,47,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.4,0.1,-0.8,36.74
329,47,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.4,0.1,-0.7,23.86
330,47,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.4,0.1,-0.6,5.78
331,47,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.4,0.1,-0.5,0
332,47,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.4,0.1,-0.4,0
333,47,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.4,0.1,-0.3,0
334,79,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0.1,-1.1,40.35
335,79,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0.1,-1,45.86
336,79,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0.1,-0.9,56.78
337,79,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0.1,-0.8,66.5
338,79,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0.1,-0.7,69.12
339,79,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0.1,-0.6,56.62
340,79,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0.1,-0.5,32.76
341,79,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0.1,-0.4,0
342,79,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0.1,-0.3,0
343,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,250,0.5,-1.15,46.63
344,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,250,0.5,-1.1,37.69
345,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,250,0.5,-1.05,29.22
346,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,250,0.5,-1,19.51
347,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,250,0.5,-0.95,11.96
348,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,250,0.5,-0.9,9.04
349,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,250,0.5,-0.85,7.34
350,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,250,0.5,-0.8,5.65
351,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,250,0.5,-0.75,5.19
352,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100,0.5,-1.15,61.5
353,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100,0.5,-1.1,67.51
354,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100,0.5,-1.05,69.74
355,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100,0.5,-1,69.2
356,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100,0.5,-0.95,68.97
357,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100,0.5,-0.9,67.51
358,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100,0.5,-0.85,65.58
359,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100,0.5,-0.8,63.42
360,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100,0.5,-0.75,57.11
361,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,125,0.5,-1.15,60.03
362,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,125,0.5,-1.1,69.74
363,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,125,0.5,-1.05,76.29
364,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,125,0.5,-1,77.52
365,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,125,0.5,-0.95,78.91
366,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,125,0.5,-0.9,77.75
367,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,125,0.5,-0.85,76.98
368,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,125,0.5,-0.8,73.82
369,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,125,0.5,-0.75,71.2
370,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50,0.5,-1.25,92.31
371,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50,0.5,-1.2,94.93
372,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50,0.5,-1.15,94.93
373,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50,0.5,-1.1,94.93
374,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50,0.5,-1.05,93.77
375,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50,0.5,-1,91.77
376,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50,0.5,-0.95,90.38
377,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50,0.5,-0.9,86.69
378,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50,0.5,-0.85,75.29
379,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50,0.5,-0.8,61.96
380,30,1.65,8,3.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50,0.5,-0.75,56.1
381,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,500,0.5,-0.6,2.29
382,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,500,0.5,-0.65,2.96
383,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,500,0.5,-0.7,6.93
384,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,500,0.5,-0.75,6.43
385,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,500,0.5,-0.8,6.83
386,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,500,0.5,-0.85,16.65
387,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,500,0.5,-0.9,23
388,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,500,0.5,-0.95,24.82
389,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,500,0.5,-1,23.27
390,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,500,0.5,-1.05,27.99
391,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,500,0.5,-1.1,38
392,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,740,0.5,-0.6,30.88
393,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,740,0.5,-0.65,42.81
394,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,740,0.5,-0.7,64.37
395,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,740,0.5,-0.75,72.65
396,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,740,0.5,-0.8,74.36
397,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,740,0.5,-0.85,79.57
398,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,740,0.5,-0.9,84.18
399,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,740,0.5,-0.95,84.86
400,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,740,0.5,-1,81.97
401,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,740,0.5,-1.05,84.01
402,30,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,740,0.5,-1.1,82.94
403,50,1.96,16,2.58,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,350,0.1,-1,9.03
404,50,1.96,16,2.58,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,350,0.1,-0.9,9.64
405,50,1.96,16,2.58,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,350,0.1,-0.8,13.54
406,50,1.96,16,2.58,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,350,0.1,-0.7,11.52
407,50,1.96,16,2.58,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,350,0.1,-0.6,7.72
408,50,1.96,16,2.58,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,350,0.1,-1,62.4
409,50,1.96,16,2.58,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,350,0.1,-0.9,82.86
410,50,1.96,16,2.58,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,350,0.1,-0.8,97.52
411,50,1.96,16,2.58,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,350,0.1,-0.7,59.21
412,50,1.96,16,2.58,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,350,0.1,-0.6,29.63
413,51,2.05,8,3.44,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,25,0.1,-0.79,6.38
414,51,2.05,8,3.44,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,25,0.1,-0.89,7.27
415,51,2.05,8,3.44,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,25,0.1,-0.99,3.19
416,51,2.05,8,3.44,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,25,0.1,-1.09,0
417,51,2.05,8,3.44,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,25,0.1,-1.19,1.54
418,29,1.9,8,3.44,51,2.05,0.3289,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,25,0.1,-0.79,51.66
419,29,1.9,8,3.44,51,2.05,0.3289,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,25,0.1,-0.89,66.77
420,29,1.9,8,3.44,51,2.05,0.3289,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,25,0.1,-0.99,81.69
421,29,1.9,8,3.44,51,2.05,0.3289,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,25,0.1,-1.09,70.56
422,29,1.9,8,3.44,51,2.05,0.3289,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,25,0.1,-1.19,62.18
423,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,50,0.1,-1.16,65.18
424,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,50,0.1,-1.06,73.89
425,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,50,0.1,-0.96,63.66
426,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,50,0.1,-0.86,55.04
427,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,50,0.1,-0.76,29.3
428,47,1.93,0,0,29,1.9,0.03,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,185,0.1,-1.16,65.24
